Pais,Area,poblacion,Namerica,Samerica,Europe,Asia,Oceania,Africa,lat,longitud,Dia_inicio,PIB,Gasto_Salud,Cuarentena,Dia,1,2,3,4,5,6,7,8,9,10,dia_a_predecir
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,41,1694,2036,2502,3089,3858,4636,5883,7375,9172,10149,12462
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,42,2036,2502,3089,3858,4636,5883,7375,9172,10149,12462,12462
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,43,2502,3089,3858,4636,5883,7375,9172,10149,12462,12462,17660
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,44,3089,3858,4636,5883,7375,9172,10149,12462,12462,17660,21157
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,11,2,2,2,2,4,4,7,7,11,15,20
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,12,2,2,2,4,4,7,7,11,15,20,20
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,13,2,2,4,4,7,7,11,15,20,20,20
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,14,2,4,4,7,7,11,15,20,20,20,22
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,15,4,4,7,7,11,15,20,20,20,22,22
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,16,4,7,7,11,15,20,20,20,22,22,22
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,17,7,7,11,15,20,20,20,22,22,22,25
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,18,7,11,15,20,20,20,22,22,22,25,25
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,19,11,15,20,20,20,22,22,22,25,25,26
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,20,15,20,20,20,22,22,22,25,25,26,26
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,21,20,20,20,22,22,22,25,25,26,26,26
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,22,20,20,22,22,22,25,25,26,26,26,28
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,23,20,22,22,22,25,25,26,26,26,28,28
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,24,22,22,22,25,25,26,26,26,28,28,29
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,25,22,22,25,25,26,26,26,28,28,29,43
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,26,22,25,25,26,26,26,28,28,29,43,59
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,27,25,25,26,26,26,28,28,29,43,59,66
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,28,25,26,26,26,28,28,29,43,59,66,74
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,29,26,26,26,28,28,29,43,59,66,74,84
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,30,26,26,28,28,29,43,59,66,74,84,94
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,31,26,28,28,29,43,59,66,74,84,94,105
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,32,28,28,29,43,59,66,74,84,94,105,122
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,33,28,29,43,59,66,74,84,94,105,122,147
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,34,29,43,59,66,74,84,94,105,122,147,159
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,35,43,59,66,74,84,94,105,122,147,159,170
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,36,59,66,74,84,94,105,122,147,159,170,189
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,37,66,74,84,94,105,122,147,159,170,189,214
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,38,74,84,94,105,122,147,159,170,189,214,228
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,39,84,94,105,122,147,159,170,189,214,228,241
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,40,94,105,122,147,159,170,189,214,228,241,256
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,41,105,122,147,159,170,189,214,228,241,256,274
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,42,122,147,159,170,189,214,228,241,256,274,293
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,43,147,159,170,189,214,228,241,256,274,293,331
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,44,159,170,189,214,228,241,256,274,293,331,360
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,45,170,189,214,228,241,256,274,293,331,360,420
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,46,189,214,228,241,256,274,293,331,360,420,461
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,47,214,228,241,256,274,293,331,360,420,461,502
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,48,228,241,256,274,293,331,360,420,461,502,511
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,49,241,256,274,293,331,360,420,461,502,511,581
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,50,256,274,293,331,360,420,461,502,511,581,639
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,51,274,293,331,360,420,461,502,511,581,639,639
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,52,293,331,360,420,461,502,511,581,639,639,701
Japan,377975.0,125950000.0,0, 0, 0, 1, 0, 0,36.0,138.0,0,5154475.0,9.18,77.0,53,331,360,420,461,502,511,581,639,639,701,773
Jordan,89342.0,10649396.0,0, 0, 0, 1, 0, 0,31.24,36.51,41,44172.0,3.46,19.0,11,1,1,1,1,1,1,1,1,1,1,1
Jordan,89342.0,10649396.0,0, 0, 0, 1, 0, 0,31.24,36.51,41,44172.0,3.46,19.0,12,1,1,1,1,1,1,1,1,1,1,1
Kuwait,17818.0,4420110.0,0, 0, 0, 1, 0, 0,29.5,47.75,33,137591.0,3.27,20.0,11,1,11,26,43,45,45,45,56,56,56,58
Kuwait,17818.0,4420110.0,0, 0, 0, 1, 0, 0,29.5,47.75,33,137591.0,3.27,20.0,12,11,26,43,45,45,45,56,56,56,58,58
Kuwait,17818.0,4420110.0,0, 0, 0, 1, 0, 0,29.5,47.75,33,137591.0,3.27,20.0,13,26,43,45,45,45,56,56,56,58,58,61
Kuwait,17818.0,4420110.0,0, 0, 0, 1, 0, 0,29.5,47.75,33,137591.0,3.27,20.0,14,43,45,45,45,56,56,56,58,58,61,64
Kuwait,17818.0,4420110.0,0, 0, 0, 1, 0, 0,29.5,47.75,33,137591.0,3.27,20.0,15,45,45,45,56,56,56,58,58,61,64,64
Kuwait,17818.0,4420110.0,0, 0, 0, 1, 0, 0,29.5,47.75,33,137591.0,3.27,20.0,16,45,45,56,56,56,58,58,61,64,64,69
Kuwait,17818.0,4420110.0,0, 0, 0, 1, 0, 0,29.5,47.75,33,137591.0,3.27,20.0,17,45,56,56,56,58,58,61,64,64,69,72
Kuwait,17818.0,4420110.0,0, 0, 0, 1, 0, 0,29.5,47.75,33,137591.0,3.27,20.0,18,56,56,56,58,58,61,64,64,69,72,80
Kuwait,17818.0,4420110.0,0, 0, 0, 1, 0, 0,29.5,47.75,33,137591.0,3.27,20.0,19,56,56,58,58,61,64,64,69,72,80,80
Kuwait,17818.0,4420110.0,0, 0, 0, 1, 0, 0,29.5,47.75,33,137591.0,3.27,20.0,20,56,58,58,61,64,64,69,72,80,80,104
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,11,1,1,1,1,1,2,2,2,4,10,13
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,12,1,1,1,1,2,2,2,4,10,13,13
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,13,1,1,1,2,2,2,4,10,13,13,13
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,14,1,1,2,2,2,4,10,13,13,13,16
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,15,1,2,2,2,4,10,13,13,13,16,22
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,16,2,2,2,4,10,13,13,13,16,22,22
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,17,2,2,4,10,13,13,13,16,22,22,32
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,18,2,4,10,13,13,13,16,22,22,32,32
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,19,4,10,13,13,13,16,22,22,32,32,41
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,20,10,13,13,13,16,22,22,32,32,41,61
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,21,13,13,13,16,22,22,32,32,41,61,61
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,22,13,13,16,22,22,32,32,41,61,61,77
Lebanon,10452.0,6825442.0,0, 0, 0, 1, 0, 0,33.8547,35.8623,30,58565.0,4.18,24.0,23,13,16,22,22,32,32,41,61,61,77,93
Lithuania,65300.0,2793471.0,0, 0, 1, 0, 0, 0,55.1694,23.8813,37,53641.0,4.53,18.0,11,1,1,1,1,1,1,1,1,1,1,1
Lithuania,65300.0,2793471.0,0, 0, 1, 0, 0, 0,55.1694,23.8813,37,53641.0,4.53,18.0,12,1,1,1,1,1,1,1,1,1,1,1
Lithuania,65300.0,2793471.0,0, 0, 1, 0, 0, 0,55.1694,23.8813,37,53641.0,4.53,18.0,13,1,1,1,1,1,1,1,1,1,1,3
Lithuania,65300.0,2793471.0,0, 0, 1, 0, 0, 0,55.1694,23.8813,37,53641.0,4.53,18.0,14,1,1,1,1,1,1,1,1,1,3,3
Lithuania,65300.0,2793471.0,0, 0, 1, 0, 0, 0,55.1694,23.8813,37,53641.0,4.53,18.0,15,1,1,1,1,1,1,1,1,3,3,6
Lithuania,65300.0,2793471.0,0, 0, 1, 0, 0, 0,55.1694,23.8813,37,53641.0,4.53,18.0,16,1,1,1,1,1,1,1,3,3,6,8
Luxembourg,2586.0,613894.0,0, 0, 1, 0, 0, 0,49.8153,6.1296,38,69453.0,4.54,17.0,11,1,1,1,1,1,1,2,2,3,3,5
Luxembourg,2586.0,613894.0,0, 0, 1, 0, 0, 0,49.8153,6.1296,38,69453.0,4.54,17.0,12,1,1,1,1,1,2,2,3,3,5,7
Luxembourg,2586.0,613894.0,0, 0, 1, 0, 0, 0,49.8153,6.1296,38,69453.0,4.54,17.0,13,1,1,1,1,2,2,3,3,5,7,19
Luxembourg,2586.0,613894.0,0, 0, 1, 0, 0, 0,49.8153,6.1296,38,69453.0,4.54,17.0,14,1,1,1,2,2,3,3,5,7,19,34
Luxembourg,2586.0,613894.0,0, 0, 1, 0, 0, 0,49.8153,6.1296,38,69453.0,4.54,17.0,15,1,1,2,2,3,3,5,7,19,34,51
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,11,3,4,4,4,7,8,8,8,8,8,10
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,12,4,4,4,7,8,8,8,8,8,10,12
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,13,4,4,7,8,8,8,8,8,10,12,12
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,14,4,7,8,8,8,8,8,10,12,12,12
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,15,7,8,8,8,8,8,10,12,12,12,16
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,16,8,8,8,8,8,10,12,12,12,16,16
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,17,8,8,8,8,10,12,12,12,16,16,18
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,18,8,8,8,10,12,12,12,16,16,18,18
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,19,8,8,10,12,12,12,16,16,18,18,18
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,20,8,10,12,12,12,16,16,18,18,18,19
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,21,10,12,12,12,16,16,18,18,18,19,19
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,22,12,12,12,16,16,18,18,18,19,19,22
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,23,12,12,16,16,18,18,18,19,19,22,22
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,24,12,16,16,18,18,18,19,19,22,22,22
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,25,16,16,18,18,18,19,19,22,22,22,22
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,26,16,18,18,18,19,19,22,22,22,22,22
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,27,18,18,18,19,19,22,22,22,22,22,22
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,28,18,18,19,19,22,22,22,22,22,22,22
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,29,18,19,19,22,22,22,22,22,22,22,22
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,30,19,19,22,22,22,22,22,22,22,22,22
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,31,19,22,22,22,22,22,22,22,22,22,22
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,32,22,22,22,22,22,22,22,22,22,22,22
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,33,22,22,22,22,22,22,22,22,22,22,22
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,34,22,22,22,22,22,22,22,22,22,22,23
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,35,22,22,22,22,22,22,22,22,22,23,23
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,36,22,22,22,22,22,22,22,22,23,23,25
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,37,22,22,22,22,22,22,22,23,23,25,29
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,38,22,22,22,22,22,22,23,23,25,29,29
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,39,22,22,22,22,22,23,23,25,29,29,36
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,40,22,22,22,22,23,23,25,29,29,36,50
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,41,22,22,22,23,23,25,29,29,36,50,50
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,42,22,22,23,23,25,29,29,36,50,50,83
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,43,22,23,23,25,29,29,36,50,50,83,93
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,44,23,23,25,29,29,36,50,50,83,93,99
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,45,23,25,29,29,36,50,50,83,93,99,117
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,46,25,29,29,36,50,50,83,93,99,117,129
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,47,29,29,36,50,50,83,93,99,117,129,149
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,48,29,36,50,50,83,93,99,117,129,149,149
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,49,36,50,50,83,93,99,117,129,149,149,197
Malaysia,330803.0,32737760.0,0, 0, 0, 1, 0, 0,2.5,112.5,3,365303.0,1.92,54.0,50,50,50,83,93,99,117,129,149,149,197,238
Morocco,446550.0,35856703.0,0, 0, 0, 0, 0, 1,31.7917,-7.0926,40,119040.0,2.74,18.0,11,1,1,1,2,2,2,2,2,3,5,6
Morocco,446550.0,35856703.0,0, 0, 0, 0, 0, 1,31.7917,-7.0926,40,119040.0,2.74,18.0,12,1,1,2,2,2,2,2,3,5,6,7
Morocco,446550.0,35856703.0,0, 0, 0, 0, 0, 1,31.7917,-7.0926,40,119040.0,2.74,18.0,13,1,2,2,2,2,2,3,5,6,7,17
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,11,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,12,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,13,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,14,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,15,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,16,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,17,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,18,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,19,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,20,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,21,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,22,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,23,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,24,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,25,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,26,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,27,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,28,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,29,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,30,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,31,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,32,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,33,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,34,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,35,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,36,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,37,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,38,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,39,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,40,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,41,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,42,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,43,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,44,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,45,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,46,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,47,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,48,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,49,1,1,1,1,1,1,1,1,1,1,1
Nepal,147181.0,29996478.0,0, 0, 0, 1, 0, 0,28.1667,84.25,3,29813.0,1.17,60.0,50,1,1,1,1,1,1,1,1,1,1,1
Netherlands,41850.0,17451031.0,0, 0, 1, 0, 0, 0,21.40834,-53.00556,36,902355.0,8.16,19.0,11,1,1,6,10,18,24,38,82,128,188,265
Netherlands,41850.0,17451031.0,0, 0, 1, 0, 0, 0,21.40834,-53.00556,36,902355.0,8.16,19.0,12,1,6,10,18,24,38,82,128,188,265,321
Netherlands,41850.0,17451031.0,0, 0, 1, 0, 0, 0,21.40834,-53.00556,36,902355.0,8.16,19.0,13,6,10,18,24,38,82,128,188,265,321,382
Netherlands,41850.0,17451031.0,0, 0, 1, 0, 0, 0,21.40834,-53.00556,36,902355.0,8.16,19.0,14,10,18,24,38,82,128,188,265,321,382,503
