Pais,Area,poblacion,Namerica,Samerica,Europe,Asia,Oceania,Africa,lat,longitud,Dia_inicio,PIB,Gasto_Salud,Cuarentena,Dia,1,2,3,4,5,6,7,8,9,10,dia_a_predecir
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,26,11,11,11,11,11,11,11,12,12,12,12
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,27,11,11,11,11,11,11,12,12,12,12,12
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,28,11,11,11,11,11,12,12,12,12,12,12
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,29,11,11,11,11,12,12,12,12,12,12,12
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,30,11,11,11,12,12,12,12,12,12,12,12
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,31,11,11,12,12,12,12,12,12,12,12,12
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,32,11,12,12,12,12,12,12,12,12,12,12
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,33,12,12,12,12,12,12,12,12,12,12,14
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,34,12,12,12,12,12,12,12,12,12,14,18
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,35,12,12,12,12,12,12,12,12,14,18,38
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,36,12,12,12,12,12,12,12,14,18,38,57
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,37,12,12,12,12,12,12,14,18,38,57,100
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,38,12,12,12,12,12,14,18,38,57,100,130
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,39,12,12,12,12,14,18,38,57,100,130,191
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,40,12,12,12,14,18,38,57,100,130,191,204
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,41,12,12,14,18,38,57,100,130,191,204,288
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,42,12,14,18,38,57,100,130,191,204,288,380
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,43,14,18,38,57,100,130,191,204,288,380,656
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,44,18,38,57,100,130,191,204,288,380,656,959
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,45,38,57,100,130,191,204,288,380,656,959,1136
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,46,57,100,130,191,204,288,380,656,959,1136,1219
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,47,100,130,191,204,288,380,656,959,1136,1219,1794
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,48,130,191,204,288,380,656,959,1136,1219,1794,2293
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,49,191,204,288,380,656,959,1136,1219,1794,2293,2293
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,50,204,288,380,656,959,1136,1219,1794,2293,2293,3681
France,640679.0,67076000.0,0, 0, 1, 0, 0, 0,8.305672727272727,5.42901818181818,2,2707074.0,9.32,54.0,51,288,380,656,959,1136,1219,1794,2293,2293,3681,4496
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,11,1,4,4,4,5,8,10,12,12,12,12
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,12,4,4,4,5,8,10,12,12,12,12,13
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,13,4,4,5,8,10,12,12,12,12,13,13
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,14,4,5,8,10,12,12,12,12,13,13,14
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,15,5,8,10,12,12,12,12,13,13,14,14
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,16,8,10,12,12,12,12,13,13,14,14,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,17,10,12,12,12,12,13,13,14,14,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,18,12,12,12,12,13,13,14,14,16,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,19,12,12,12,13,13,14,14,16,16,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,20,12,12,13,13,14,14,16,16,16,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,21,12,13,13,14,14,16,16,16,16,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,22,13,13,14,14,16,16,16,16,16,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,23,13,14,14,16,16,16,16,16,16,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,24,14,14,16,16,16,16,16,16,16,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,25,14,16,16,16,16,16,16,16,16,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,26,16,16,16,16,16,16,16,16,16,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,27,16,16,16,16,16,16,16,16,16,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,28,16,16,16,16,16,16,16,16,16,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,29,16,16,16,16,16,16,16,16,16,16,16
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,30,16,16,16,16,16,16,16,16,16,16,17
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,31,16,16,16,16,16,16,16,16,16,17,27
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,32,16,16,16,16,16,16,16,16,17,27,46
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,33,16,16,16,16,16,16,16,17,27,46,48
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,34,16,16,16,16,16,16,17,27,46,48,79
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,35,16,16,16,16,16,17,27,46,48,79,130
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,36,16,16,16,16,17,27,46,48,79,130,159
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,37,16,16,16,17,27,46,48,79,130,159,196
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,38,16,16,17,27,46,48,79,130,159,196,262
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,39,16,17,27,46,48,79,130,159,196,262,482
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,40,17,27,46,48,79,130,159,196,262,482,670
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,41,27,46,48,79,130,159,196,262,482,670,799
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,42,46,48,79,130,159,196,262,482,670,799,1040
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,43,48,79,130,159,196,262,482,670,799,1040,1176
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,44,79,130,159,196,262,482,670,799,1040,1176,1457
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,45,130,159,196,262,482,670,799,1040,1176,1457,1908
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,46,159,196,262,482,670,799,1040,1176,1457,1908,2078
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,47,196,262,482,670,799,1040,1176,1457,1908,2078,3675
Germany,357114.0,83149300.0,0, 0, 1, 0, 0, 0,51.0,9.0,5,3863344.0,9.48,54.0,48,262,482,670,799,1040,1176,1457,1908,2078,3675,4585
Greece,131957.0,10724599.0,0, 0, 1, 0, 0, 0,39.0742,21.8243,35,214012.0,4.73,27.0,11,1,3,4,4,7,7,7,9,31,45,46
Greece,131957.0,10724599.0,0, 0, 1, 0, 0, 0,39.0742,21.8243,35,214012.0,4.73,27.0,12,3,4,4,7,7,7,9,31,45,46,73
Greece,131957.0,10724599.0,0, 0, 1, 0, 0, 0,39.0742,21.8243,35,214012.0,4.73,27.0,13,4,4,7,7,7,9,31,45,46,73,73
Greece,131957.0,10724599.0,0, 0, 1, 0, 0, 0,39.0742,21.8243,35,214012.0,4.73,27.0,14,4,7,7,7,9,31,45,46,73,73,89
Greece,131957.0,10724599.0,0, 0, 1, 0, 0, 0,39.0742,21.8243,35,214012.0,4.73,27.0,15,7,7,7,9,31,45,46,73,73,89,99
Greece,131957.0,10724599.0,0, 0, 1, 0, 0, 0,39.0742,21.8243,35,214012.0,4.73,27.0,16,7,7,9,31,45,46,73,73,89,99,99
Greece,131957.0,10724599.0,0, 0, 1, 0, 0, 0,39.0742,21.8243,35,214012.0,4.73,27.0,17,7,9,31,45,46,73,73,89,99,99,190
Greece,131957.0,10724599.0,0, 0, 1, 0, 0, 0,39.0742,21.8243,35,214012.0,4.73,27.0,18,9,31,45,46,73,73,89,99,99,190,228
Hungary,93028.0,9772756.0,0, 0, 1, 0, 0, 0,47.1625,19.5033,42,170407.0,4.64,25.0,11,2,2,2,4,7,9,9,13,13,19,30
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,11,1,1,1,2,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,12,1,1,2,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,13,1,2,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,14,2,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,15,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,16,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,17,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,18,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,19,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,20,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,21,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,22,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,23,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,24,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,25,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,26,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,27,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,28,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,29,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,30,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,31,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,32,3,3,3,3,3,3,3,3,3,3,3
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,33,3,3,3,3,3,3,3,3,3,3,5
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,34,3,3,3,3,3,3,3,3,3,5,5
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,35,3,3,3,3,3,3,3,3,5,5,28
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,36,3,3,3,3,3,3,3,5,5,28,30
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,37,3,3,3,3,3,3,5,5,28,30,31
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,38,3,3,3,3,3,5,5,28,30,31,34
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,39,3,3,3,3,5,5,28,30,31,34,39
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,40,3,3,3,5,5,28,30,31,34,39,43
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,41,3,3,5,5,28,30,31,34,39,43,56
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,42,3,5,5,28,30,31,34,39,43,56,62
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,43,5,5,28,30,31,34,39,43,56,62,73
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,44,5,28,30,31,34,39,43,56,62,73,82
India,3287263.0,1360537008.0,0, 0, 0, 1, 0, 0,21.0,78.0,8,2935570.0,0.9,56.0,45,28,30,31,34,39,43,56,62,73,82,102
Indonesia,1910931.0,266911900.0,0, 0, 0, 1, 0, 0,-0.7893,113.9213,40,1111713.0,1.42,25.0,11,2,2,2,2,4,4,6,19,27,34,34
Indonesia,1910931.0,266911900.0,0, 0, 0, 1, 0, 0,-0.7893,113.9213,40,1111713.0,1.42,25.0,12,2,2,2,4,4,6,19,27,34,34,69
Indonesia,1910931.0,266911900.0,0, 0, 0, 1, 0, 0,-0.7893,113.9213,40,1111713.0,1.42,25.0,13,2,2,4,4,6,19,27,34,34,69,96
Iraq,438317.0,39127900.0,0, 0, 0, 1, 0, 0,33.0,44.0,33,224462.0,0.7,28.0,11,1,1,5,7,7,13,19,26,32,35,35
Iraq,438317.0,39127900.0,0, 0, 0, 1, 0, 0,33.0,44.0,33,224462.0,0.7,28.0,12,1,5,7,7,13,19,26,32,35,35,40
Iraq,438317.0,39127900.0,0, 0, 0, 1, 0, 0,33.0,44.0,33,224462.0,0.7,28.0,13,5,7,7,13,19,26,32,35,35,40,54
Iraq,438317.0,39127900.0,0, 0, 0, 1, 0, 0,33.0,44.0,33,224462.0,0.7,28.0,14,7,7,13,19,26,32,35,35,40,54,60
Iraq,438317.0,39127900.0,0, 0, 0, 1, 0, 0,33.0,44.0,33,224462.0,0.7,28.0,15,7,13,19,26,32,35,35,40,54,60,60
Iraq,438317.0,39127900.0,0, 0, 0, 1, 0, 0,33.0,44.0,33,224462.0,0.7,28.0,16,13,19,26,32,35,35,40,54,60,60,71
Iraq,438317.0,39127900.0,0, 0, 0, 1, 0, 0,33.0,44.0,33,224462.0,0.7,28.0,17,19,26,32,35,35,40,54,60,60,71,71
Iraq,438317.0,39127900.0,0, 0, 0, 1, 0, 0,33.0,44.0,33,224462.0,0.7,28.0,18,26,32,35,35,40,54,60,60,71,71,71
Iraq,438317.0,39127900.0,0, 0, 0, 1, 0, 0,33.0,44.0,33,224462.0,0.7,28.0,19,32,35,35,40,54,60,60,71,71,71,101
Iraq,438317.0,39127900.0,0, 0, 0, 1, 0, 0,33.0,44.0,33,224462.0,0.7,28.0,20,35,35,40,54,60,60,71,71,71,101,110
Ireland,70273.0,4921500.0,0, 0, 1, 0, 0, 0,53.1424,-7.6921,38,384940.0,5.27,13.0,11,1,1,1,2,6,6,18,18,19,21,34
Ireland,70273.0,4921500.0,0, 0, 1, 0, 0, 0,53.1424,-7.6921,38,384940.0,5.27,13.0,12,1,1,2,6,6,18,18,19,21,34,43
Ireland,70273.0,4921500.0,0, 0, 1, 0, 0, 0,53.1424,-7.6921,38,384940.0,5.27,13.0,13,1,2,6,6,18,18,19,21,34,43,43
Ireland,70273.0,4921500.0,0, 0, 1, 0, 0, 0,53.1424,-7.6921,38,384940.0,5.27,13.0,14,2,6,6,18,18,19,21,34,43,43,90
Ireland,70273.0,4921500.0,0, 0, 1, 0, 0, 0,53.1424,-7.6921,38,384940.0,5.27,13.0,15,6,6,18,18,19,21,34,43,43,90,129
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,11,1,1,1,1,1,2,3,4,7,10,10
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,12,1,1,1,1,2,3,4,7,10,10,12
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,13,1,1,1,2,3,4,7,10,10,12,15
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,14,1,1,2,3,4,7,10,10,12,15,20
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,15,1,2,3,4,7,10,10,12,15,20,37
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,16,2,3,4,7,10,10,12,15,20,37,43
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,17,3,4,7,10,10,12,15,20,37,43,61
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,18,4,7,10,10,12,15,20,37,43,61,61
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,19,7,10,10,12,15,20,37,43,61,61,75
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,20,10,10,12,15,20,37,43,61,61,75,79
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,21,10,12,15,20,37,43,61,61,75,79,100
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,22,12,15,20,37,43,61,61,75,79,100,126
Israel,20770.0,9180000.0,0, 0, 0, 1, 0, 0,31.0,35.0,30,387717.0,4.76,42.0,23,15,20,37,43,61,61,75,79,100,126,155
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,11,2,2,2,2,2,2,2,3,3,3,3
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,12,2,2,2,2,2,2,3,3,3,3,3
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,13,2,2,2,2,2,3,3,3,3,3,3
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,14,2,2,2,2,3,3,3,3,3,3,3
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,15,2,2,2,3,3,3,3,3,3,3,3
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,16,2,2,3,3,3,3,3,3,3,3,3
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,17,2,3,3,3,3,3,3,3,3,3,3
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,18,3,3,3,3,3,3,3,3,3,3,3
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,19,3,3,3,3,3,3,3,3,3,3,3
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,20,3,3,3,3,3,3,3,3,3,3,3
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,21,3,3,3,3,3,3,3,3,3,3,3
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,22,3,3,3,3,3,3,3,3,3,3,20
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,23,3,3,3,3,3,3,3,3,3,20,62
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,24,3,3,3,3,3,3,3,3,20,62,155
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,25,3,3,3,3,3,3,3,20,62,155,229
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,26,3,3,3,3,3,3,20,62,155,229,322
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,27,3,3,3,3,3,20,62,155,229,322,453
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,28,3,3,3,3,20,62,155,229,322,453,655
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,29,3,3,3,20,62,155,229,322,453,655,888
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,30,3,3,20,62,155,229,322,453,655,888,1128
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,31,3,20,62,155,229,322,453,655,888,1128,1694
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,32,20,62,155,229,322,453,655,888,1128,1694,2036
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,33,62,155,229,322,453,655,888,1128,1694,2036,2502
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,34,155,229,322,453,655,888,1128,1694,2036,2502,3089
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,35,229,322,453,655,888,1128,1694,2036,2502,3089,3858
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,36,322,453,655,888,1128,1694,2036,2502,3089,3858,4636
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,37,453,655,888,1128,1694,2036,2502,3089,3858,4636,5883
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,38,655,888,1128,1694,2036,2502,3089,3858,4636,5883,7375
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,39,888,1128,1694,2036,2502,3089,3858,4636,5883,7375,9172
Italy,301339.0,60243406.0,0, 0, 1, 0, 0, 0,43.0,12.0,9,1988636.0,6.54,39.0,40,1128,1694,2036,2502,3089,3858,4636,5883,7375,9172,10149
